ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
1414,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Online Courses or Certification;Other (please specify):,NA,Other,13,3,"Developer, full-stack",20 to 99 employees,I have some influence,Investigate,Other (please specify):;Ask a generative AI tool,Netherlands,EUR European Euro,40000,Bash/Shell (all shells);HTML/CSS;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Python;Rust;SQL;TypeScript,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS);Firebase,Laravel;Next.js;React;Vue.js,NestJS;Next.js;React,CUDA,Apache Kafka;React Native,Cargo;Docker;Homebrew,Cargo;Docker;Homebrew,Neovim;Visual Studio Code,Helix;Visual Studio Code,MacOS;Ubuntu;Windows Subsystem for Linux (WSL),MacOS,Jira;Notion,Jira;Notion,Google Meet;Slack,Google Meet;Slack,ChatGPT,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,NA,Yes,Favorable,Increase productivity;Speed up learning,Somewhat trust,Learning about a codebase;Project planning;Documenting code;Testing code,Other (please describe),Writing code;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,Yes,Individual contributor,3,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Never,Never,Never,Less than 15 minutes a day,15-30 minutes a day,Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery,NA,Too long,Neither easy nor difficult,42836
1415,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;Friend or family member;Hackathons (virtual or in-person);Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Written Tutorials;Stack Overflow;Other (Please specify):,NA,23,4,"Developer, game or graphics",20 to 99 employees,I have a great deal of influence,Given a list,Start a free trial;Visit developer communities like Stack Overflow,Germany,EUR European Euro,60000,C;C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;MATLAB;PHP;Python;SQL,C;C#;C++;Go;Lua;Python;SQL,MySQL;PostgreSQL,MySQL,NA,NA,ASP.NET,NA,.NET (5+) ;.NET Framework (1.0 - 4.8);CUDA;Opencv;OpenGL;Qt,CUDA;OpenGL;TensorFlow;Torch/PyTorch,CMake;MSVC;Ninja;QMake,CMake;MSVC;QMake,Android Studio;Notepad++;Qt Creator;Visual Studio Code,Notepad++;Qt Creator;Visual Studio Code,Windows,Windows,Confluence;Doxygen;Jira,Doxygen,Cisco Webex Teams;Discord;Microsoft Teams;Signal;Telegram;Zoom,Cisco Webex Teams;Discord;Microsoft Teams;Signal;Zoom,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",Sure,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,4,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-30 minutes a day,15-30 minutes a day,NA,Other,Too long,Neither easy nor difficult,64254
1416,I agree,I code primarily as a hobby,Under 18 years old,"Not employed, but looking for work;Student, full-time",NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Recorded coding sessions;Video-based Online Courses;Written-based Online Courses;Stack Overflow,NA,2,NA,Student,NA,NA,NA,Ask developers I know/work with;Visit developer communities like Stack Overflow,Austria,NA,NA,C;C++;VBA;Visual Basic (.Net),Assembly,NA,NA,NA,NA,NA,NA,OpenGL,NA,CMake;MSVC;Visual Studio Solution,NA,NA,NA,Windows,,NA,NA,Discord;Microsoft Teams;Whatsapp,NA,ChatGPT,WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",NA,Yes,Indifferent,Speed up learning,Somewhat distrust,Documenting code;Testing code;Committing and reviewing code,Writing code;Debugging and getting help,Learning about a codebase;Project planning;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
1417,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","School (i.e., University, College, etc)",NA,NA,9,NA,Academic researcher,NA,NA,Investigate,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Greece,NA,NA,Julia;Python;SQL;VBA,Julia;Python;SQL,Microsoft SQL Server;Oracle,Microsoft SQL Server;Oracle,NA,NA,NA,NA,NumPy;Torch/PyTorch,NumPy;Scikit-Learn;TensorFlow,Pip,Docker;Pip,Jupyter Notebook/JupyterLab;Notepad++;PyCharm,Notepad++;PyCharm;Visual Studio Code,MacOS,Windows,Asana;Jira,Asana;Jira,Cisco Webex Teams;Microsoft Teams,Cisco Webex Teams;Microsoft Teams;Slack,ChatGPT,ChatGPT;Google Bard AI,NA,NA,Stack Overflow;Stack Exchange,A few times per week,No,NA,"No, not really",NA,"No, but I plan to soon",Favorable,NA,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA
1418,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",NA,NA,Some college/university study without earning a degree,"Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Stack Overflow,Codecademy,7,NA,NA,NA,NA,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have emailed me,Ireland,NA,NA,Assembly;Bash/Shell (all shells);C;Python;R;Rust,Assembly;Bash/Shell (all shells);C;Python;Rust,NA,NA,NA,NA,NA,NA,NumPy;Pandas;TensorFlow;Torch/PyTorch,CUDA;Keras;NumPy;Opencv;OpenGL;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Cargo;Chocolatey;CMake;Docker;GNU GCC;Pip,Cargo;Chocolatey;CMake;GNU GCC;Pip,CLion;Eclipse;Emacs;Jupyter Notebook/JupyterLab;PyCharm;RStudio;Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Doxygen;Markdown File,Markdown File,Discord;Google Meet;Slack;Whatsapp;Zoom,Discord;Google Meet;Slack;Whatsapp;Zoom,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,A few times per week,No,NA,Neutral,Providing a synopsis of the solution,"No, but I plan to soon",Favorable,NA,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
1419,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Professional development or self-paced learning from online courses,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Online Courses or Certification;On the job training;School (i.e., University, College, etc)",NA,Udemy,28,18,"Engineer, site reliability","1,000 to 4,999 employees",I have some influence,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow,Italy,EUR European Euro,54000,C#;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),C#;Java;Python;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;SQLite,Elasticsearch;MySQL;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),Express;Node.js;Spring Boot,Express;Node.js;Spring Boot,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ;Spring Framework,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ;Spring Framework,Docker;MSBuild;npm;NuGet;Pip;Terraform,Docker;MSBuild;npm;NuGet;Pip;Terraform,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Jira;Trello,Jira;Trello,Microsoft Teams,Microsoft Teams,ChatGPT,ChatGPT,GitHub Copilot,AWS CodeWhisperer;GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,sanity check answers,"No, but I plan to soon",Favorable,NA,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,People manager,18,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,1-2 times a week,6-10 times a week,6-10 times a week,15-30 minutes a day,60-120 minutes a day,DevOps function;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),NA,Appropriate in length,Neither easy nor difficult,57828
1420,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby;Professional development or self-paced learning from online courses,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;On the job training;School (i.e., University, College, etc)",NA,Pluralsight;Coursera,13,11,"Developer, full-stack",100 to 499 employees,I have little or no influence,NA,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,100000,Bash/Shell (all shells);C#;Java;PowerShell;SQL,Bash/Shell (all shells);C#;Java;Kotlin;Rust;SQL,Microsoft SQL Server,Microsoft SQL Server;PostgreSQL;SQLite,Microsoft Azure,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Microsoft Azure,Angular;ASP.NET CORE;Node.js,Angular;ASP.NET CORE;Django;Spring Boot,.NET (5+) ,.NET (5+) ;Apache Spark;NumPy;Spring Framework,Docker;NuGet,Cargo;Docker;NuGet,IntelliJ IDEA;Rider;Vim,IntelliJ IDEA;Rider;Vim,Ubuntu;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),Confluence;Jira;Miro,Confluence;Jira;Miro,Discord;Microsoft Teams;Slack;Zoom,Slack;Zoom,NA,NA,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","It seems there is definitely some useful applications for it. As suggested, helping with titles could help, but also determining if the issues seems related to a specific version of the software.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,10,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3-5 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,100000
1421,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby;Professional development or self-paced learning from online courses,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,Coursera;Udacity,14,4,"Developer, front-end",500 to 999 employees,I have little or no influence,NA,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool,Malaysia,MYR	Malaysian ringgit,53900,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Rust;Swift;TypeScript,MongoDB,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,NA,NA,Angular;Express;Node.js;React,Angular;ASP.NET CORE;Blazor;Express;Node.js;React,Cordova;Ionic;React Native,.NET (5+) ;.NET MAUI;Capacitor;Cordova;Flutter;Ionic;React Native;Xamarin,npm,Docker;Kubernetes;npm,Android Studio;Eclipse;Nano;Netbeans;Notepad++;Visual Studio Code;Xcode,Android Studio;Eclipse;Nano;Netbeans;Notepad++;Visual Studio Code;Xcode,Android;Fedora;iOS;MacOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Android;iOS;Windows,Confluence;GitHub Discussions,Azure Devops;Confluence;GitHub Discussions;Jira;Stack Overflow for Teams,Microsoft Teams;Whatsapp,Microsoft Teams;Slack;Whatsapp,NA,NA,NA,NA,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Step in right direction - need to ensure AI tools are to enhance the presentation of the question/answer - estimating comprehensiveness and correctness of suggested solutions.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,11772
1422,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time",In-person,Hobby;School or academic work,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow;Interactive tutorial",Other;Codecademy,3,NA,"Developer, embedded applications or devices",NA,NA,Given a list,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,United States of America,NA,NA,Bash/Shell (all shells);C;C++;Java;JavaScript;Python;R;SQL,C++;JavaScript;Python,Microsoft SQL Server;MySQL,NA,NA,NA,Node.js;Vue.js,Vue.js,NA,NA,CMake;Google Test;npm,CMake;Google Test;npm,Netbeans;Visual Studio Code,Visual Studio Code,Debian;Windows,Red Hat;Windows,Confluence;Doxygen;Jira,NA,Mattermost;Microsoft Teams;Skype;Slack;Zoom,Microsoft Teams,ChatGPT,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,"If it is implemented well, I feel that AI could be helpful. AI takes out the negativity that some humans bring to the forum, which I would like. I feel AI might help to alleviate the site from bloating with repetitive questions.",Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Neither trust nor distrust,Writing code;Debugging and getting help;Testing code,Writing code;Debugging and getting help;Testing code,,,Testing code,,,Writing code;Debugging and getting help,Yes,Individual contributor,5,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,1-2 times a week,6-10 times a week,1-2 times a week,60-120 minutes a day,Less than 15 minutes a day,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,NA
1423,I agree,I code primarily as a hobby,35-44 years old,I prefer not to say,NA,NA,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Click to write Choice 20;Stack Overflow,NA,5,NA,NA,NA,NA,Investigate,Visit developer communities like Stack Overflow,India,NA,NA,HTML/CSS;JavaScript;PHP,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript,MySQL,MongoDB;MySQL;SQLite,NA,NA,Angular;WordPress,Symfony;Vue.js,NA,NA,Composer;Docker;npm,Composer;Docker;npm,Visual Studio Code,Android Studio;Visual Studio Code,Ubuntu;Windows,Ubuntu;Windows,NA,NA,Whatsapp,Whatsapp,ChatGPT,ChatGPT;Google Bard AI,NA,NA,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",NA,"No, but I plan to soon",Unfavorable,NA,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
1424,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",NA,NA,Some college/university study without earning a degree,"Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial",NA,8,NA,NA,NA,NA,NA,NA,Mauritius,NA,NA,C++;HTML/CSS;JavaScript;Prolog;Python;SQL,C++;Dart;HTML/CSS;Java;JavaScript;Python;SQL,Cloud Firestore;Microsoft SQL Server,Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;PostgreSQL,NA,NA,React,Django;Flask;Next.js;Node.js;React,NA,NA,doctest;MSVC;npm;Pip;Webpack,doctest;npm;Pip;Webpack,Jupyter Notebook/JupyterLab;Spyder;Visual Studio Code,Jupyter Notebook/JupyterLab;Neovim;Visual Studio Code,Windows Subsystem for Linux (WSL),Windows Subsystem for Linux (WSL),GitHub Discussions;Markdown File,GitHub Discussions;Markdown File,Whatsapp,Whatsapp,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,A few times per week,Yes,A few times per week,"Yes, definitely","AI is making a lot of progress and in the near future the integration of AI tools on Stack Overflow can have a positive impact. Through spell-checking and grammar correction, AI will be asset to everyone, especially those who do not speak English natively. Moreover, AI can drastically improve the search functionality on Stack Overflow and can prevent duplicate questions. Lastly, AI can do the gruesome work of ensuring that each poster is using the best practices(example : preferring text over images) when writing questions.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
1425,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I donâ€™t code outside of work,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;Friend or family member;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written-based Online Courses;Stack Overflow,NA,10,8,"Developer, full-stack",100 to 499 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd,India,INR	Indian rupee,2200000,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server;MongoDB,Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery;Node.js,Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js;React,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ,MSBuild;Visual Studio Solution,MSBuild;npm;Visual Studio Solution,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Windows,Windows,Azure Devops;Jira,Azure Devops;Jira,Google Chat;Google Meet;Microsoft Teams;Slack,Microsoft Teams,NA,NA,NA,NA,Stack Overflow,Multiple times per day,Yes,A few times per week,"Yes, somewhat",yes,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,26657
1426,I agree,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Stack Overflow;Interactive tutorial,Udemy,5,4,"Developer, full-stack","10,000 or more employees",I have little or no influence,NA,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,India,INR	Indian rupee,NA,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;Swift;TypeScript,Cloud Firestore;Dynamodb;Firebase Realtime Database;MongoDB;PostgreSQL;SQLite,Cockroachdb;Dynamodb;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Firebase;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Vercel,Express;Next.js;Node.js;React;Spring Boot,Deno;Express;NestJS;Next.js;Node.js;React;Remix;Solid.js;Svelte;Vue.js,NA,NA,Docker;Gradle;npm;Webpack,Docker;npm;Unity 3D;Unreal Engine;Vite,Android Studio;PyCharm;Sublime Text;Visual Studio Code;WebStorm,Fleet;Goland;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Sublime Text;Visual Studio Code;WebStorm,Android;Debian;MacOS;Ubuntu,Android;MacOS,GitHub Discussions;Markdown File,Markdown File,Discord;Google Chat;Google Meet;Slack;Whatsapp,Discord;Slack;Whatsapp,ChatGPT;Google Bard AI;WolframAlpha,ChatGPT;Google Bard AI;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",[object Object],"No, but I plan to soon",Favorable,NA,Highly trust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,4,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,60-120 minutes a day,15-30 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Too long,Easy,NA
1427,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",In-person,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Stack Overflow,Pluralsight,12,9,"Developer, full-stack","1,000 to 4,999 employees",I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool,United States of America,USD	United States dollar,130000,C#;Dart;HTML/CSS;JavaScript;TypeScript;VBA;Visual Basic (.Net),C#;Dart;HTML/CSS;JavaScript;TypeScript,Microsoft Access;Microsoft SQL Server,MariaDB;Microsoft SQL Server,NA,NA,Angular;AngularJS;ASP.NET;ASP.NET CORE,Next.js,.NET (5+) ;.NET Framework (1.0 - 4.8);Flutter;SwiftUI,.NET (5+) ;Flutter,Chocolatey;Gradle;Homebrew;npm,Chocolatey;Docker;Gradle;Homebrew;Kubernetes;npm,Android Studio;Notepad++;Visual Studio Code;Xcode,Android Studio;Notepad++;Visual Studio Code;Xcode,iOS;iPadOS;MacOS;Windows,Windows,NA,NA,Zoom,Zoom,Bing AI,Bing AI;ChatGPT;Google Bard AI,NA,NA,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",NA,"No, but I plan to soon",Favorable,NA,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,9,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Never,Never,Never,15-30 minutes a day,15-30 minutes a day,DevOps function;Microservices,NA,Appropriate in length,Neither easy nor difficult,130000
